RowNumber|Name|ManufacturerName|ModelNumber|ModelName|EntryID|Cat|IsMatched|CatDesc|Record
348||Abbott Laboratories|13960-27|Pain Management Provider|||N||1
349||Abbott Laboratories|300-G|iStat|||N||1
350||Abbott Laboratories|AN-500|Alinity|||N||1
351||Abbott Laboratories|BST-500|Alinity|||N||1
352||Abbott Laboratories|DRC-300|iStat|||N||1
353||Abbott Laboratories|ES-500|Alinity|||N||1
354||Abbott Laboratories|M771-27|Companion Clearstar|||N||1
355||Abbott Laboratories|PR-300|iStat|||N||1
356||Abbott Laboratories|PR-500|Alinity|||N||1
357||Abbott Laboratories|TestStrip-1|iStat|||N||1
358|INFUSION PUMPS, PATIENT-CONTROLLED ANALG|ABBOTT LABS|102504-00||||N||1
359|CHARGER (BATTERY)|ABBOTT LABS|13075|GEMSTARDOC-NIMH|||N||1
360|CHARGER (BATTERY)|ABBOTT LABS|13075-24|GEMSTARDOC-LION|||N||1
361|INFUSION PUMPS, PATIENT-CONTROLLED ANALG|ABBOTT LABS|13960.27||||N||1
362|COUNTER (GAMMA)|ABBOTT LABS|201||||N||1
363|INFUSION PUMPS, PATIENT-CONTROLLED ANALG|ABBOTT LABS|5500||||N||1
364|INFUSION PUMPS, PATIENT-CONTROLLED ANALG|ABBOTT LABS|5500ABB||||N||1
365|PUMPS, ENTERAL FEEDING|ABBOTT LABS|CLEARSTAR||||N||1
366|PUMPS, ENTERAL FEEDING|ABBOTT LABS|FLEXIFLO||||N||1
367|INFUSION PUMPS, PATIENT-CONTROLLED ANALG|ABBOTT LABS|GEMSTAR||||N||1
368|INFUSION PUMPS, GENERAL PURPOSE|ABBOTT LABS|IID||||N||1
369|INFUSION PUMPS, PATIENT-CONTROLLED ANALG|ABBOTT LABS|LC4200||||N||1
370|ANALYSER (CARDIAC OUTPUT)|ABBOTT LABS|OXIMETRIX3||||N||1
371|PRINTER|ABBOTT LABS|OXIMETRIX3 PRINTER||||N||1
372|PUMPS, ENTERAL FEEDING|ABBOTT LABS|PATROL||||N||1
373|VAPORISER, ANAESTHETIC|ABBOTT LABS|SEVORANE||||N||1
374|ANALYSER (LIQUID)|ABBOTT LABS|TDX||||N||1
375|ASPIRATOR, SURGICAL ULTRASOUND|ABBOTT MED OPTICS|NGP680301||||N||1
376|VAPOURISER, SEVORANE|AbbVie (prev. Abbott Australasia Pty Ltd)|ALADIN 2||||N||1
377|Lifter - Patient|ABC AUDIT|D200929||||N||1
378||ABCO|3PCE MANIP||||N||1
379|TABLES, EXAMINATION/TREATMENT|ABCO|BOBTH E/E/W||||N||1
380|TABLES, EXAMINATION/TREATMENT|ABCO|BURWOOD MANIP. E/W||||N||1
381|EXAM CHAIR|ABCO|D100||||N||1
382|BED, ELECTRIC|ABCO|EXAM COUCH EE/CS||||N||1
383||ABCO|MULTITRAC||||N||1
384|TABLES, EXAMINATION/TREATMENT|ABCO|NONE (D.I.)||||N||1
385|CHAIRS, EXAMINATION/TREATMENT|ABCO|NONE (D.I.)||||N||1
386|BED, ELECTRIC|ABCO|P2 CHAIR B/H||||N||1
387|CHAIRS, EXAMINATION/TREATMENT|ABCO|P500 EEEEM/W||||N||1
388|BED, TREATMENT|ABCO HEALTH CARE|ABCO EXAM COUCH||||N||1
389|TABLE, TILT|ABCO HEALTH CARE|DYNAMIC DUAL||||N||1
390|BED, TREATMENT|ABCO HEALTH CARE|LINAK FS-00||||N||1
391|CHAIR, PODIATRY|ABCO HEALTH CARE|P30||||N||1
392|BED, ELECTRIC, EXAM.|ABCO HEALTH CARE|UNION 3||||N||1
393|TABLE, PHYSICAL THERAPY|ABCO HEALTH CARE PTY LTD|3 PCE MANIP E/W||||N||1
394|Table, Examination/Treatment|Abco Health Care Pty Ltd|BOBATH NEURO||||N||1
395|MOBILE PLINTH|ABCO HEALTH CARE PTY LTD|DA TILT TABLE||||N||1
396|Table, Physiotherapy Tilt|Abco Health Care Pty Ltd|DUAL ACTION||||N||1
397|Bed, Examination, Physio|Abco Health Care Pty Ltd|E/CS5||||N||1
398|Bed, Examination|Abco Health Care Pty Ltd|EXAM||||N||1
399|BB71544 - TABLE, PHYSIO, ABCO|ABCO HEALTH CARE PTY LTD|GENERIC||||N||1
400|TABLE, PHYSICAL THERAPY|ABCO HEALTH CARE PTY LTD|GENERIC||||N||1
401|TABLE, PHYSICAL THERAPY|ABCO HEALTH CARE PTY LTD|UNION 3SEC MANIP E/W||||N||1
402|Table, Examination/Treatment|Abco Health Care Pty Ltd|Unknown||||N||1
403|TABLES, EXAMINATION/TREATMENT|ABCO HEALTHCARE|BOBATH NEURO||||N||1
404|BED, ELECTRIC, PHYSIOTHERAPY|ABCO HEALTHCARE|MULTITRAC||||N||1
405|Shaker, Laboratory|ABCO HEALTHCARE|Unknown||||N||1
406|SEALING MACHINE, HEAT|ABELKO|CR6||||N||1
407|Centrifuges|ABI |ABI 7900HT Realtime||||N||1
408|Analysers|ABI |ABI Prism 373--4 DNA Analyser||||N||1
409|Centrifuges|ABI|PCR9700||||N||1
410|PUMP, AIR, THERAPY, INTERMITTENT PRESS|ABI|Unknown||||N||1
411|PUMP|ABIOMED|00420000AU||||N||1
412|Intracardiac circulatory assist axial-pump catheter control unit|Abiomed Inc.|0042-0000-AU||||N||1
413|Intracardiac circulatory assist axial-pump catheter control unit|Abiomed Inc.|0042-0010-AU||||N||1
414|PRINTER|Able|AP1300-IR||||N||1
415|MWME00053 - CRASH CART|ABLE REHABILIATION EQUIPMENT|ASCOT||||N||1
416||ABN|CE0044||||N||1
417||ABN|SPHYGMO ABN||||N||1
418|MONITOR|Acacia Medical Equipment (Acacia No1 Trust)|009665||||N||1
419|Pressure Alleviation Pad, Air, Alternating Contact, Control Unit|Acacia Medical Equipment (Acacia No1 Trust)|01-1012||||N||1
420|PUMP, AIR, THERAPY, INTERMITTENT PRESS|Acacia Medical Equipment (Acacia No1 Trust)|4316||||N||1
421|MONITOR|Acacia Medical Equipment (Acacia No1 Trust)|T3535||||N||1
422|PUMP, AIR, THERAPY, INTERMITTENT PRESS|Acacia Medical Equipment (Acacia No1 Trust)|XL PLUS||||N||1
423|Finger Pulse Oximeter|ACCARE|FS20C||||N||1
424|Bed Electric|ACCORA LIMITED|NBS-0-FL2-200||||N||1
425|Bed Electric|ACCORA LIMITED|NSB-0-FL5-100||||N||1
426|Sphygmomanometer, Aneroid|Accoson|0362||||N||1
427|SPHYGMOMANOMETER, ANEROID|ACCOSON|7670-10|ANEROID MOBILE SPHYGOMANOMETER|||N||1
428||ACCOSON|ACCOSON||||N||1
429|SPHYGMOMANOMETER, MERCURY|ACCOSON|FREESTYLE||||N||1
430|SPHYGMOMANOMETER, ANEROID|ACCOSON|FREESTYLE||||N||1
431|SPHYGMOMANOMETER, MERCURY|ACCOSON|MERCURY SPHYG|MERCURY SPHYGMOMANOMETER|||N||1
432|SPHYGMOMANOMETER, ANEROID|ACCOSON|MERCURY SPHYG|MERCURY SPHYGMOMANOMETER|||N||1
433|SPHYGMOMANOMETER, MERCURY|ACCOSON|MK3||||N||1
434|SPHYGMOMANOMETER, ANEROID|ACCOSON|MK3||||N||1
435|SPHYGMOMANOMETER, MERCURY|ACCOSON|NONE (CLASS 1)||||N||1
436|SPHYGMOMANOMETER, ANEROID|ACCOSON|NONE (CLASS 1)||||N||1
437|Sphygmomanometer, Aneroid|Accoson|Unknown||||N||1
438|SPHYGMOMANOMETER, MERCURY|Accoson|WALL M0UNTED||||N||1
439|SPHYGMOMANOMETER, ANEROID|Accoson|WALL MOUNTED||||N||1
440|Coagulation timer IVD|Accriva Diagnostics|Signature Elite||||N||1
441|VEIN LOCATOR|ACCU VEIN|AV300||||N||1
442|Sphygmomanometer, Aneroid|ACCUSON|0362||||N||1
443|Cardiovascular ultrasound imaging system|ACCUSON|X300||||N||1
444|THERAPY UNIT, ULTRASOUND|ACCUSONIC|AC400||||N||1
445|THERAPY UNIT, ULTRASOUND|ACCUSONIC|AS100||||N||1
446|ULTRASOUND UNIT, PHYSICAL THERAPY|ACCUSONIC TECHNOLOGIES INC|AS250||||N||1
447|THERMOMETER|ACCUSYSTEM|FIRSTTEMP GENIUS||||N||1
448|Tester - AccuFit Pro|AccuTec-IHS|AccuFIT9000PRO||||N||1
449|BLENDER, Analgesic|Accutron|31975||||N||1
450|BLENDER, ANALGESIC|Accutron|31975EU||||N||1
451|CHARGER, BATTERY, DIAGNOSTIC SET|Accuvein|ACCORD 2||||N||1
452|SCANNER, VEIN|Accuvein|AV300||||N||1
453|LASER|ACCUVEIN|AV300||||N||1
454||ACCUVEIN|AV300||||N||1
455|VEIN DETECTOR|ACCUVEIN|AV300||||N||1
456||AccuVein|AV300|Accuvein|||N||1
457|DEVICE, VEIN LOCATION, LIQUID CRYSTAL|ACCUVEIN|AV400||||N||1
458|VEIN FINDERS|ACCUVEIN|AV400||||N||1
459|LIGHT VEIN|Accuvein|AV400||||N||1
460||AccuVein|AV400|Accuvein|||N||1
461|VASCULAR DIAGNOSTIC SYSTEM- POWERED HANDS FREE STAND|ACCUVEIN|AV400||||N||1
462||ACCUVEIN|AV400||||N||1
463|VEIN DETECTOR|ACCUVEIN|AV400||||N||1
464|VASCULAR DIAGNOSTIC SYSTEM|ACCUVEIN|AV400||||N||1
465|SCANNER, VEIN|Accuvein|AV400||||N||1
466|VASCULAR DIAGNOSTIC SYSTEM-DOCKING STATION|ACCUVEIN|AV400||||N||1
467|VEIN DETECTOR|ACCUVEIN|AV400 1.0||||N||1
468||ACCUVEIN|AV400 1.0||||N||1
469|LIGHT VEIN|Accuvein|AV500||||N||1
470||ACCUVEIN|AV500||||N||1
471|SCANNER, VEIN|Accuvein|AV500||||N||1
472||AccuVein|AV500|Accuvein|||N||1
473|VEIN FINDERS|ACCUVEIN|AV500||||N||1
474|LIGHT VEIN|Accuvein|AV6000||||N||1
475||ACCUVEIN|CC 300||||N||1
476||AccuVein|CC300|Accuvein|||N||1
477|SCANNER, VEIN|Accuvein|CC300||||N||1
478|Battery Charger|Accuvein|CC300||||N||1
479|Battery Charger|Accuvein|CC500||||N||1
480||ACCUVEIN|HF 470||||N||1
481||AccuVein|HF400|Accuvein|||N||1
482|CARTS|ACCUVEIN|HF470||||N||1
483|TROLLEY, ELECTROMECHANICAL DEVICE|ACCUVEIN|HF470||||N||1
484|TROLLEY, EQUIPMENT|Accuvein|HF470||||N||1
485|ACCUVEIN TROLLEY|ACCUVEIN|HF470||||N||1
486|VASCULAR DIAGNOSTIC SYSTEM- POWERED HANDS FREE STAND|ACCUVEIN|HF470||||N||1
487|Docking Station, Monitor|Accuvein|HF470||||N||1
488||AccuVein|HF470-1|Accuvein HF470|||N||1
489|TROLLEY, EQUIPMENT|Accuvein|HF470-1||||N||1
490|TROLLEY, EQUIPMENT|Accuvein|HF570||||N||1
491|VASCULAR DIAGNOSTIC SYSTEM-DOCKING STATION|ACCUVEIN|HFL38||||N||1
492|Docking Station, Monitor|Accuvein|PS310||||N||1
493|VASCULAR DIAGNOSTIC SYSTEM-DOCKING STATION|ACCUVEIN|PS310||||N||1
494|DOCKING STATION|ACCUVEIN|PS310||||N||1
495|INFARED LIGHT VEIN LOCATER|ACCUVEIN EVOMED|AV400||||N||1
496|Illuminator, Vein|AccuVein Inc|AccuVein AV400||||N||1
497|VASCULAR DIAGNOSTIC SYSTEM-DOCKING STATION|AccuVein Inc|AV400||||N||1
498|Accuvein|ACCUVEIN INC|AV400||||N||1
499|Light, Examination|Accuvein Inc|AV400||||N||1
500|VEIN LOCATOR|ACCUVEIN INC|AV400||||N||1
501|EBME00713 - DEVICE, VEIN LOCATION, LIQUID CRYSTAL|ACCUVEIN INC|AV400||||N||1
502|VASCULAR DIAGNOSTIC SYSTEM|AccuVein Inc|AV400||||N||1
503|BLOOD VESSEL ILLUMINATOR|ACCUVEIN INC|AV400||||N||1
504|DEVICE, VEIN LOCATION, LIQUID CRYSTAL|ACCUVEIN INC|AV400||||N||1
505|INFARED LIGHT VEIN LOCATER|ACCUVEIN INC|AV400 1.0||||N||1
506|VEIN VIEWER|ACCUVEIN INC|AV400 1.0||||N||1
507|MAME00060A - VEIN VIEWER|ACCUVEIN INC|AV400 1.0||||N||1
508|VEIN LOCATOR|ACCUVEIN INC|AV400 1.0||||N||1
509|Accuvein AV500|ACCUVEIN INC|AV500||||N||1
510|VEIN LOCATOR|ACCUVEIN INC|AV500||||N||1
511|Light, Examination|Accuvein Inc|AV500||||N||1
512|AccuVein|ACCUVEIN INC|AV500||||N||1
513|Accuvien AV500|ACCUVEIN INC|AV500||||N||1
514|INFARED LIGHT VEIN LOCATER|ACCUVEIN INC|AV500||||N||1
515|DEVICE, VEIN LOCATION, LIQUID CRYSTAL|ACCUVEIN INC|AV500||||N||1
516|Charger, Battery|Accuvein Inc|CC300||||N||1
517|VASCULAR DIAGNOSTIC SYSTEM-DOCKING STATION|AccuVein Inc|CC300||||N||1
518|EBME00895 - BATTERY CHARGER|ACCUVEIN INC|CC300||||N||1
519|CHARGER, BATTERY SUPPORT|ACCUVEIN INC|CC300 REV 1.2||||N||1
520|BATTERY CHARGERS : ACCUVEIN|ACCUVEIN INC|CC500||||N||1
521|ACCUVEIN INC BATTERY CHARGER|ACCUVEIN INC|CC500||||N||1
522|BATTERY CHARGER|ACCUVEIN INC|CC500||||N||1
523|BATTERY CHARGERS : ACCUVEIN INC : CC500|ACCUVEIN INC|CC500||||N||1
524|DEVICE, VEIN LOCATION, LIQUID CRYSTAL|ACCUVEIN INC|GENERIC||||N||1
525|BLOOD VESSEL ILLUMINATOR|ACCUVEIN INC|GENERIC||||N||1
526|AccuVein Stand|ACCUVEIN INC|HF470||||N||1
527|CHARGER, BATTERY SUPPORT|ACCUVEIN INC|HF470||||N||1
528|EBME00893 - TROLLEY, ELECTROMECHANICAL DEVICE|ACCUVEIN INC|HF470||||N||1
529|VASCULAR DIAGNOSTIC SYSTEM- POWERED HANDS FREE STAND|AccuVein Inc|HF470||||N||1
530|Device, Vein Location, Liquid crystal|ACCUVEIN INC|HF470||||N||1
531|TROLLEY, ELECTROMECHANICAL DEVICE|ACCUVEIN INC|HF470||||N||1
532|CHARGER, BATTERY SUPPORT|ACCUVEIN INC|HF470-1||||N||1
533|CHARGER, BATTERY SUPPORT|ACCUVEIN INC|HF570||||N||1
534|VASCULAR DIAGNOSTIC SYSTEM- POWERED HANDS FREE STAND|AccuVein Inc|HF570||||N||1
535|POWER SUPPLIES : ACCUVEIN|ACCUVEIN INC|HF570||||N||1
536|TROLLEY, ELECTROMECHANICAL DEVICE|ACCUVEIN INC|HF570||||N||1
537|ACCUVEIN POWER SUPPLY|ACCUVEIN INC|HF570||||N||1
538|CHARGER, BATTERY|ACCUVEIN INC|PS510||||N||1
539|LIGHT, TRANSILLUMINATOR|ACCUVEIN LLC|AV400|ACCUVEIN|||N||1
540|LIGHTS, EXAMINATION|ACCUVEIN LLC|AV400|ACCUVEIN|||N||1
541|LIGHT, TRANSILLUMINATOR|ACCUVEIN LLC|AV500|AACUVEIN|||N||1
542|CHARGER (BATTERY)|ACCUVEIN LLC|CC300||||N||1
543|POWER SUPPLY|ACCUVEIN LLC|HF470||||N||1
544|Infrared-light vein locater|Accuvein, LLC|AV300||||N||1
545|LIGHT EXAMINATION|ACEM|?||||N||1
546|Light - Examination|ACEM|StarLED||||N||1
547|SURGICAL LED LAMP|ACEM|STARLED1 EVO||||N||1
548|Light - Examination|ACEM|STARLED1 EVO||||N||1
549|Light, Examination, Mobile, Led|Acem|STARLED1F EVO||||N||1
550|Light - Examination|ACEM|STARLED1R EVO||||N||1
551|LIGHTS, EXAMINATION|ACEM SPA|010202040|SOLED15|||N||1
552|COMPUTER, NOTEBOOK|ACER|390CX||||N||1
553|MONITOR (COMPUTER)|ACER|AL1715||||N||1
554|MONITOR (COMPUTER)|ACER|ALI912||||N||1
555|MEASUREMENT SYSTEM, URODYNAMIC|ACER|ASPIRE||||N||1
556|VIDEO MONITOR|ACER|B226WL||||N||1
557||Acer|EXTENSA 2303LC||||N||1
558|EBME00631 - MONITOR, VDU, COLOUR|ACER|GENERIC||||N||1
559|Desktop Computer|ACER|GENERIC||||N||1
560|LCD Monitor|ACER|GENERIC||||N||1
561|EBME00633 - PC|ACER|GENERIC||||N||1
562|COMPUTER, DESKTOP|ACER|GENERIC||||N||1
563|MONITOR, VISUAL DISPLAY UNIT|ACER|GENERIC||||N||1
564||ACER|K242HL||||N||1
565|MONITOR (LCD)|ACER|K242HL||||N||1
566|Computer, Laptop|Acer|LD1||||N||1
567|Monitor, VDU, Colour|ACER|T272HUL||||N||1
568|Monitor, VDU, Colour|ACER|UM.QX2SA.001||||N||1
569|X-RAY MONITOR|ACER|V223MQV||||N||1
570|MONITOR,VIDEO LCD|ACER PERIPHERALS|T272HUL||||N||1
571||ACIST MEDICAL SYSTEMS|RXI/014666||||N||1
572|HD MEDICAL DISPLAY|ACL|OR-MD-24||||N||1
573|HIGH DEFINITION DISPLAY|ACL|OR-MD-24||||N||1
574|COMPUTER, XDS APP|ACL|OR-PC BOX||||N||1
575|LIGHT SOURCE (SURGICAL)|ACM|FCB95A||||N||1
576|PUMP (IRRIGATION)|ACMI CORP|NIAGARA 2 LITRE||||N||1
577|Medical Gas Alarm Panel|ACOM|Generic||||N||1
578||ACOM|SI-100W||||N||1
579|SCANNING SYSTEMS, ULTRASONIC, GENERAL-PURPOSE|ACOUSTIC IMAGIN|PERFORMA||||N||1
580|TIMER (COAGULATION)|ACT WATON|A7000||||N||1
581||ACTEON|IMPLANT CENTRE 2||||N||1
582|SCALER, ULTRASONIC|ACTEON|NEWTRON BOOSTER||||N||1
583|DRILL, DENTAL|Acteon|Piezotome Cube||||N||1
584|X-RAY SYSTEM, DIAGNOSTIC, DENTAL, GENERAL-PURPOSE, INTRAORAL, DIGITAL|ACTEON|W0800002||||N||1
585|MISCELLANEOUS|Activbody|Activ5||||N||1
586|LIFTER, PATIENT|ACTIVE MOBILITY SYST|AC003||||N||1
587|BED, TREATMENT|ACTIVE MOBILITY SYST|CARMED||||N||1
588|LIFTER, PATIENT|ACTIVE MOBILITY SYST|SALSA||||N||1
589|LIFT, PATIENT TRANSFER, MOBILE|ACTIVE MOBILITY SYSTEMS|Alto Lift||||N||1
590|BATTERY PACK|ACTIVE MOBILITY SYSTEMS|GFP181A-3205-1||||N||1
591|Patient Lifter|ACTIVE MOBILITY SYSTEMS|KRATOS 320||||N||1
592|METER, PH|ACTIVON|210||||N||1
593|METER, PH|ACTIVON|DN8405||||N||1
594|METER, CONDUCTIVITY|ACTIVON|PTI-58||||N||1
595|CAMERAS, VIDEO, SURGICAL|ACUFEX|AFM25P||||N||1
596|CAMERAS, VIDEO, SURGICAL|ACUFEX|AFM-25P||||N||1
597|LIGHT SOURCE (SURGICAL)|ACUFEX|NONE (CLASS 1)||||N||1
598|LIGHT SOURCE (SURGICAL)|ACUFEX|Y1128||||N||1
599|LIGHT SOURCE (SURGICAL)|ACUFEX|Y1148B||||N||1
600|Laser, Co2|Acupulse|GA-0000070||||N||1
601|SCANNING SYSTEMS, ULTRASONIC, GENERAL-PURPOSE|ACUSON|128R/F||||N||1
602|SCANNING SYSTEMS, ULTRASONIC, GENERAL-PURPOSE|ACUSON|128XP/10||||N||1
603|SCANNING SYSTEMS, ULTRASONIC, GENERAL-PURPOSE|ACUSON|ASPEN||||N||1
604|MONITOR (BLOOD PRESSURE)|ACUSON|NONE (CLASS 1)||||N||1
605|LARYGOFIBERSCOPE|ACUTRONIC|95.1011.MHAD23||||N||1
606||ACUTRONIC|SPECTRAL||||N||1
607|LIGHT SOURCE (SURGICAL)|ACUTRONIC|SPECTRAL||||N||1
608|VENTILATOR, INFANT|ACUTRONIC MEDICAL|FABIAN HFO||||N||1
609|VENTILATOR, INFANT|Acutronic Medical Systems|Fabian HFO||||N||1
610|MONITOR|Acutronic Medical Systems|MD DFM15-VS||2000168|4|Y|4 Modelnum matched|1
611|Light Source, Fibreoptic|Acutronic Medical Systems|spectral||||N||1
612|General battery charger|AD ELECTRONIK|MBSS||||N||1
613|LOGGER, DATA|AD INSTRUMENTS|ML780||||N||1
614|AMPLIFIER, BIOELECTRIC|AD INSTRUMENTS|ML850||||N||1
615|LOGGER, DATA|AD INSTRUMENTS|ML880||||N||1
616|SCALES|ADAM EQUIPMENT|LBK6||||N||1
617|Scale, Floor|Adam Equipment|MDW-300L||||N||1
618||ADAM EQUIPMENT|MDW-300L||||N||1
619|TABLE, PHYSICAL THERAPY|ADAPTA|GENERIC||||N||1
620|Drive, Backup|Addonics Technologies|AEPMRW44U||||N||1
621|Flowmeter - Oxygen|ADDTECH|15LPM||||N||1
622|Oxygen Flowmeter|ADDTECH|515800||||N||1
623|Flowmeter - Oxygen |ADDTECH|515800||||N||1
624|Suction - Adaptor|ADDTECH|FF21590||||N||1
625|Gasevac Pedestal Unit|ADDTECH|GE1000||||N||1
626|Suction Twin-O-Vac|ADDTECH|twin-o-vac||||N||1
627|Suction Unit|ADDTECH|twin-o-vac||||N||1
628|ANAESTHETIC MACHINE|ADDTECH|ULCO ELITE||||N||1
629||ADE|BE 923||||N||1
630|Laboratory Scale, Electronic|Ade|HW945-30||||N||1
631|SCALES|ADE|M112600||||N||1
632|SCALES|ADE|M112600U||||N||1
633|SCALE, PATIENT, INFANT|ADE|M112600U||||N||1
634|SCALE, PATIENT, FLOOR|ADE|M308800||||N||1
635|SCALE (MECHANICAL)|ADE|M308800||||N||1
636|SCALES |ADE|M308800||||N||1
637|Scale, Floor|Ade|M322600||||N||1
638||ADE|M322600||||N||1
639|SCALES|ADE|M35611||||N||1
640|DENTAL CART|ADEC|?||||N||1
641|CHAIR, DENTAL|ADEC|1005||||N||1
642|CHAIR, DENTAL|ADEC|1010||||N||1
643|CHAIR, DENTAL|ADEC|1011||||N||1
644|CHAIR, DENTAL|ADEC|1011/1||||N||1
645|CHAIR, DENTAL|ADEC|1011/1021||||N||1
646|CHAIR, DENTAL|ADEC|1040||||N||1
647|DENTAL UNIT, DENTIST|ADEC|2122||||N||1
648|DENTAL UNIT, DENTIST|ADEC|2503||||N||1
649|DENTAL UNIT, DENTIST|ADEC|2562||||N||1
650|DENTAL UNIT|ADEC|2562||||N||1
651|DENTAL UNIT, DENTIST|ADEC|2564||||N||1
652|DENTAL UNIT, DENTIST|ADEC|2565||||N||1
653|DENTAL UNIT, DENTIST|ADEC|2567||||N||1
654|DENTAL UNIT, DENTIST|ADEC|2582||||N||1
655|DENTAL UNIT, DENTIST|ADEC|3072||||N||1
656|DENTAL UNIT, PORTABLE|ADEC|3415||||N||1
657|DRILL SYSTEM, DENTAL|ADEC|3420||||N||1
658|CHAIR, DENTAL|ADEC|411||||N||1
659|DENTAL UNIT, DENTIST|ADEC|4400||||N||1
660|DENTAL UNIT, DENTIST|ADEC|4400IC||||N||1
661|DENTAL UNIT, DENTIST|ADEC|4400TC||||N||1
662|CHAIR, DENTAL|ADEC|500||||N||1
663|AUTOCLAVE TYPE B|ADEC|500||||N||1
664|CHAIR, DENTAL|ADEC|500 SERIES||||N||1
665|DENTAL LIGHT|ADEC|502T||||N||1
666|CHAIR, DENTAL|ADEC|511||||N||1
667|AUTOCLAVE TYPE B|ADEC|522||||N||1
668|DENTAL LIGHT|ADEC|57||||N||1
669|DENTAL LIGHT|ADEC|6300||||N||1
670|DENTAL UNIT, ASSISTANT|ADEC|7004||||N||1
671|CHAIR, DENTAL|ADEC|8000||||N||1
672|CHAIR, DENTAL|ADEC|920||||N||1
673|DENTAL UNIT/CHAIR|ADEC|Adec 200||||N||1
674|DENTAL CHAIR, PATIENT|ADEC|A-DEC 311B||||N||1
675|DENTAL CHAIR, PATIENT|ADEC|A-DEC 411||||N||1
676|DENTAL UNIT/CHAIR|ADEC|ADEC500||||N||1
677|DENTAL UNIT, DENTIST|ADEC|D328||||N||1
678|DENTAL UNIT, ASSISTANT|ADEC|G73B||||N||1
679|CHAIR, DENTAL|ADEC|HS32 61-1287-00||||N||1
680|DENTAL UNIT, DENTIST|ADEC|IC4400||||N||1
681|DENTAL UNIT, ASSISTANT|ADEC|OREGON||||N||1
682|PAC CART|ADEC|PAC1||||N||1
683|SCALER, ULTRASONIC|ADEC|PICCO||||N||1
684|CHAIR, DENTAL, PORTABLE|ADEC|PORTADE||||N||1
685|CHAIR, DENTAL|ADEC|PROFORMER||||N||1
686|DENTAL UNIT, ASSISTANT|ADEC|SPECIAL||||N||1
687|DENTAL CHAIR |A-DEC|1011||||N||1
688|DENTAL CART|A-DEC|2562||||N||1
689|DENTAL|A-DEC|2562||||N||1
690|Dental Trolley|A-dec|2562||||N||1
691|Dental Delivery Unit|A-DEC|332/4/VER.B||||N||1
692|Cart - Dental|A-DEC|3420||||N||1
693|Chair - Dental - Surgery 4|A-DEC|411||||N||1
694|DENTAL CHAIR, PATIENT|A-DEC|411||||N||1
695|Chair - Dental - Surgery 7|A-DEC|411||||N||1
696|Chair - Dental|A-DEC|411||||N||1
697|DENTAL CHAIR|A-DEC|500||||N||1
698|DENTAL CHAIR|A-DEC|500 SERIES||||N||1
699|Chair - Dental|A-DEC|500 SERIES||||N||1
700|DENTAL CHAIR|A-DEC|511||||N||1
701|DENTAL CHAIR DELIVERY|A-DEC|532||||N||1
702|Light - Dental|A-DEC|571L||||N||1
703|Chair - Dental|A-DEC|Adec 200||||N||1
704|DENTAL CHAIR|A-DEC|ADEC300||||N||1
705|DENTAL CHAIR|A-DEC|ADEC500||||N||1
706|DENTAL CHAIR DELIVERY|A-DEC|GENERIC||||N||1
707|Chair - Dental|A-DEC|MT400||||N||1
708|DENTAL CART|A-DEC|PAC1||||N||1
709|PRINTER|ADEC AUST.|912AE030113444||||N||1
710|DENTAL UNIT/CHAIR|ADEC AUST.|ADEC300||||N||1
711|DENTAL UNIT/CHAIR|ADEC AUST.|ADEC500||||N||1
712|DENTAL VACUUM FORMER|A-DEC INC|202w||||N||1
713|DENTAL CART|A-DEC INC|2562||||N||1
714|DENTAL CHAIR|A-DEC INC|Adec 200||||N||1
715|DENTAL CHAIR|A-DEC INC|ADEC300||||N||1
716|DENTAL CHAIR DELIVERY|A-DEC INC|ADEC500||||N||1
717|DENTAL CHAIR|A-DEC INC|ADEC500||||N||1
718|DOPPLER, VASCULAR|ADECO|ES-100||||N||1
719|FETAL HEART DETECTOR|ADECO|ES-101EX||||N||1
720|FETAL HEART DETECTORS, ULTRASONIC|ADECO|MINIDOP ES100VX||||N||1
721|BED, ELECTRIC|ADEL AUST|LD500||||N||1
722|MONITOR, VIDEO, VGA|Adi|LD-522N||||N||1
723|PROCESSOR SIGNAL|ADINSTRUMENTS|16SP||||N||1
724||ADINSTRUMENTS|FE221||||N||1
725|Acquisition Module, Dual Bioamp|Adinstruments|ML135||||N||1
726||ADINSTRUMENTS|ML221||||N||1
727|Eog Pod|Adinstruments|ML317||||N||1
728||ADINSTRUMENTS|ML866||||N||1
729||ADINSTRUMENTS|POWERLAB 4/35||||N||1
730|Patient Data Recorder|Adinstruments|PowerLab 8/35||||N||1
731|CENTRIFUGE|ADIPSCULPT|ADIPSPIN||||N||1
732|CALCULATOR|ADLER|121PD||||N||1
733|TYPEWRITER (ELECTRIC)|ADLER|SE1000CD||||N||1
734|TIMER (COAGULATION)|ADMAC|4000||||N||1
735|BED, ELECTRIC|ADMED|NONE (CLASS 1)||||N||1
736|BED, ELECTRIC|ADMED|NONE (D.I.)||||N||1
737|Scale, Chair|Admed|Unknown||||N||1
738||Admed Hospital Supplies|T-P 1000||||N||1
739|SCANNING SYSTEMS, ULTRASONIC, GENERAL-PURPOSE|ADR|2130||||N||1
740|SCANNING SYSTEMS, ULTRASONIC, GENERAL-PURPOSE|ADR|NONE (CLASS 1)||||N||1
